run_id,scene,position,code
run01,task3,1,HYPO
run01,task3,2,PROC
run01,task3,3,EVAL
run01,task3,4,EVAL
run01,task3,5,HYPO
run01,task3,6,HYPO
run01,task3,7,EVAL
run01,task3,8,EVAL
run01,task3,9,HYPO
run01,task3,10,DEC
run01,task3,11,EVAL
run01,task3,12,EVAL
run01,task3,13,HYPO
run02,task3,1,PROC
run02,task3,2,PROC
run02,task3,3,PROC
run02,task3,4,EVAL
run02,task3,5,HYPO
run02,task3,6,EVAL
run02,task3,7,EVAL
run02,task3,8,DEC
run02,task3,9,EVAL
run02,task3,10,EVAL
run03,task3,1,PROC
run03,task3,2,EVAL
run03,task3,3,EVAL
run03,task3,4,HYPO
run03,task3,5,EVAL
run03,task3,6,EVAL
run03,task3,7,HYPO
run03,task3,8,EVAL
run03,task3,9,EVAL
run03,task3,10,DEC
run03,task3,11,HYPO
run03,task3,12,EVAL
run03,task3,13,RUL
run04,task3,1,PROC
run04,task3,2,EVAL
run04,task3,3,EVAL
run04,task3,4,EVAL
run04,task3,5,HYPO
run04,task3,6,EVAL
run04,task3,7,HYPO
run04,task3,8,EVAL
run04,task3,9,EVAL
run04,task3,10,EVAL
run04,task3,11,EVAL
run04,task3,12,DEC
run04,task3,13,EVAL
run04,task3,14,EVAL
run05,task3,1,PROC
run05,task3,2,HYPO
run05,task3,3,EVAL
run05,task3,4,HYPO
run05,task3,5,HYPO
run05,task3,6,EVAL
run05,task3,7,HYPO
run05,task3,8,HYPO
run05,task3,9,HYPO
run05,task3,10,EVAL
run05,task3,11,HYPO
run05,task3,12,EVAL
run05,task3,13,EVAL
run05,task3,14,DEC
run06,task3,1,HYPO
run06,task3,2,EVAL
run06,task3,3,HYPO
run06,task3,4,EVAL
run06,task3,5,EVAL
run06,task3,6,HYPO
run06,task3,7,RUL
run06,task3,8,EVAL
run06,task3,9,EVAL
run06,task3,10,EVAL
run06,task3,11,EVAL
run06,task3,12,EVAL
run06,task3,13,EVAL
run07,task3,1,HYPO
run07,task3,2,EVAL
run07,task3,3,EVAL
run07,task3,4,EVAL
run07,task3,5,HYPO
run07,task3,6,HYPO
run07,task3,7,HYPO
run07,task3,8,EVAL
run07,task3,9,EVAL
run07,task3,10,EVAL
run07,task3,11,EVAL
run07,task3,12,EVAL
run07,task3,13,EVAL
run07,task3,14,EVAL
run07,task3,15,EVAL
run07,task3,16,EVAL
run08,task3,1,HYPO
run08,task3,2,EVAL
run08,task3,3,EVAL
run08,task3,4,HYPO
run08,task3,5,EVAL
run08,task3,6,HYPO
run08,task3,7,HYPO
run08,task3,8,EVAL
run08,task3,9,EVAL
run08,task3,10,HYPO
run08,task3,11,HYPO
run08,task3,12,EVAL
run08,task3,13,EVAL
run09,task3,1,EVAL
run09,task3,2,EVAL
run09,task3,3,HYPO
run09,task3,4,EVAL
run09,task3,5,EVAL
run09,task3,6,EVAL
run09,task3,7,DEC
run09,task3,8,HYPO
run09,task3,9,HYPO
run09,task3,10,EVAL
run10,task3,1,PROC
run10,task3,2,EVAL
run10,task3,3,HYPO
run10,task3,4,HYPO
run10,task3,5,EVAL
run10,task3,6,EVAL
run10,task3,7,HYPO
run10,task3,8,EVAL
run10,task3,9,EVAL
run10,task3,10,EVAL
run10,task3,11,EVAL
run10,task3,12,EVAL
run10,task3,13,EVAL
run10,task3,14,EVAL
run10,task3,15,RUL
run11,task3,1,PROC
run11,task3,2,EVAL
run11,task3,3,EVAL
run11,task3,4,HYPO
run11,task3,5,EVAL
run11,task3,6,HYPO
run11,task3,7,HYPO
run11,task3,8,EVAL
run11,task3,9,EVAL
run11,task3,10,HYPO
run11,task3,11,EVAL
run11,task3,12,EVAL
run11,task3,13,EVAL
run12,task3,1,PROC
run12,task3,2,EVAL
run12,task3,3,PROC
run12,task3,4,HYPO
run12,task3,5,HYPO
run12,task3,6,HYPO
run12,task3,7,PROC
run12,task3,8,HYPO
run12,task3,9,EVAL
run12,task3,10,EVAL
run12,task3,11,EVAL
run12,task3,12,EVAL
run12,task3,13,EVAL
run12,task3,14,EVAL
