run_id,scene,position,code
run01,task3,1,PROC
run01,task3,2,HYPO
run01,task3,3,EVAL
run01,task3,4,EVAL
run01,task3,5,EVAL
run01,task3,6,EVAL
run01,task3,7,EVAL
run01,task3,8,RUL
run01,task3,9,EVAL
run01,task3,10,EVAL
run01,task3,11,DEC
run01,task3,12,EVAL
run01,task3,13,EVAL
run02,task3,1,HYPO
run02,task3,2,HYPO
run02,task3,3,PROC
run02,task3,4,EVAL
run02,task3,5,HYPO
run02,task3,6,EVAL
run02,task3,7,EVAL
run02,task3,8,HYPO
run02,task3,9,EVAL
run02,task3,10,DEC
run02,task3,11,EVAL
run02,task3,12,EVAL
run02,task3,13,EVAL
run03,task3,1,HYPO
run03,task3,2,EVAL
run03,task3,3,EVAL
run03,task3,4,HYPO
run03,task3,5,EVAL
run03,task3,6,EVAL
run03,task3,7,DEC
run03,task3,8,DEC
run03,task3,9,DEC
run03,task3,10,EVAL
run03,task3,11,EVAL
run03,task3,12,HYPO
run03,task3,13,EVAL
run03,task3,14,HYPO
run03,task3,15,RUL
run04,task3,1,EVAL
run04,task3,2,HYPO
run04,task3,3,EVAL
run04,task3,4,EVAL
run04,task3,5,DEC
run04,task3,6,EVAL
run04,task3,7,HYPO
run04,task3,8,EVAL
run04,task3,9,EVAL
run04,task3,10,HYPO
run04,task3,11,EVAL
run04,task3,12,HYPO
run04,task3,13,EVAL
run04,task3,14,EVAL
run04,task3,15,RUL
run04,task3,16,EVAL
run04,task3,17,EVAL
run05,task3,1,PROC
run05,task3,2,HYPO
run05,task3,3,HYPO
run05,task3,4,HYPO
run05,task3,5,EVAL
run05,task3,6,HYPO
run05,task3,7,EVAL
run05,task3,8,HYPO
run05,task3,9,HYPO
run05,task3,10,EVAL
run05,task3,11,EVAL
run05,task3,12,EVAL
run05,task3,13,EVAL
run06,task3,1,HYPO
run06,task3,2,EVAL
run06,task3,3,PROC
run06,task3,4,HYPO
run06,task3,5,EVAL
run06,task3,6,EVAL
run06,task3,7,EVAL
run06,task3,8,EVAL
run06,task3,9,HYPO
run06,task3,10,EVAL
run06,task3,11,EVAL
run06,task3,12,EVAL
run06,task3,13,HYPO
run06,task3,14,HYPO
run06,task3,15,EVAL
run07,task3,1,HYPO
run07,task3,2,DEC
run07,task3,3,HYPO
run07,task3,4,EVAL
run07,task3,5,EVAL
run07,task3,6,EVAL
run07,task3,7,RUL
run07,task3,8,EVAL
run07,task3,9,HYPO
run07,task3,10,HYPO
run07,task3,11,EVAL
run07,task3,12,DEC
run07,task3,13,EVAL
run07,task3,14,EVAL
run07,task3,15,HYPO
run07,task3,16,EVAL
run08,task3,1,EVAL
run08,task3,2,EVAL
run08,task3,3,EVAL
run08,task3,4,EVAL
run08,task3,5,EVAL
run08,task3,6,HYPO
run08,task3,7,EVAL
run08,task3,8,HYPO
run08,task3,9,EVAL
run08,task3,10,EVAL
run08,task3,11,EVAL
run08,task3,12,DEC
run08,task3,13,RUL
run08,task3,14,EVAL
run08,task3,15,EVAL
run08,task3,16,EVAL
run09,task3,1,PROC
run09,task3,2,EVAL
run09,task3,3,HYPO
run09,task3,4,EVAL
run09,task3,5,EVAL
run09,task3,6,HYPO
run09,task3,7,EVAL
run09,task3,8,RUL
run09,task3,9,EVAL
run09,task3,10,EVAL
run09,task3,11,EVAL
