run_id,scene,position,code
run01,task5,1,PROC
run01,task5,2,EVAL
run01,task5,3,HYPO
run01,task5,4,HYPO
run01,task5,5,HYPO
run01,task5,6,HYPO
run01,task5,7,EVAL
run01,task5,8,HYPO
run01,task5,9,HYPO
run01,task5,10,HYPO
run01,task5,11,EVAL
run01,task5,12,EVAL
run01,task5,13,DEC
run01,task5,14,HYPO
run02,task5,1,PROC
run02,task5,2,HYPO
run02,task5,3,EVAL
run02,task5,4,HYPO
run02,task5,5,DEC
run02,task5,6,HYPO
run02,task5,7,EVAL
run02,task5,8,HYPO
run02,task5,9,HYPO
run02,task5,10,EVAL
run02,task5,11,EVAL
run02,task5,12,EVAL
run02,task5,13,DEC
run03,task5,1,PROC
run03,task5,2,PROC
run03,task5,3,HYPO
run03,task5,4,EVAL
run03,task5,5,DEC
run03,task5,6,EVAL
run03,task5,7,EVAL
run03,task5,8,EVAL
run03,task5,9,EVAL
run03,task5,10,EVAL
run03,task5,11,RUL
run03,task5,12,EVAL
run03,task5,13,HYPO
run04,task5,1,PROC
run04,task5,2,EVAL
run04,task5,3,HYPO
run04,task5,4,HYPO
run04,task5,5,HYPO
run04,task5,6,EVAL
run04,task5,7,HYPO
run04,task5,8,EVAL
run04,task5,9,EVAL
run04,task5,10,EVAL
run04,task5,11,EVAL
run04,task5,12,EVAL
run04,task5,13,EVAL
run04,task5,14,EVAL
run04,task5,15,EVAL
run04,task5,16,EVAL
run05,task5,1,HYPO
run05,task5,2,HYPO
run05,task5,3,EVAL
run05,task5,4,EVAL
run05,task5,5,EVAL
run05,task5,6,EVAL
run05,task5,7,EVAL
run05,task5,8,EVAL
run05,task5,9,EVAL
run05,task5,10,EVAL
run05,task5,11,EVAL
run05,task5,12,EVAL
run05,task5,13,EVAL
run05,task5,14,EVAL
run05,task5,15,EVAL
run05,task5,16,EVAL
run06,task5,1,PROC
run06,task5,2,HYPO
run06,task5,3,EVAL
run06,task5,4,EVAL
run06,task5,5,EVAL
run06,task5,6,EVAL
run06,task5,7,EVAL
run06,task5,8,EVAL
run06,task5,9,EVAL
run06,task5,10,EVAL
run06,task5,11,EVAL
run06,task5,12,EVAL
run06,task5,13,EVAL
run06,task5,14,EVAL
run06,task5,15,EVAL
run06,task5,16,EVAL
run06,task5,17,EVAL
run06,task5,18,EVAL
run06,task5,19,EVAL
run07,task5,1,PROC
run07,task5,2,PROC
run07,task5,3,HYPO
run07,task5,4,PROC
run07,task5,5,HYPO
run07,task5,6,EVAL
run07,task5,7,EVAL
run07,task5,8,HYPO
run07,task5,9,EVAL
run07,task5,10,EVAL
run07,task5,11,HYPO
run07,task5,12,EVAL
run07,task5,13,EVAL
run07,task5,14,HYPO
run07,task5,15,EVAL
run07,task5,16,EVAL
run07,task5,17,EVAL
run07,task5,18,EVAL
run07,task5,19,HYPO
run07,task5,20,EVAL
run07,task5,21,RUL
run08,task5,1,HYPO
run08,task5,2,DEC
run08,task5,3,HYPO
run08,task5,4,PROC
run08,task5,5,HYPO
run08,task5,6,EVAL
run08,task5,7,EVAL
run08,task5,8,EVAL
run08,task5,9,EVAL
run08,task5,10,EVAL
run08,task5,11,EVAL
run08,task5,12,EVAL
run08,task5,13,EVAL
run08,task5,14,EVAL
run08,task5,15,EVAL
run08,task5,16,EVAL
run08,task5,17,EVAL
run08,task5,18,EVAL
run09,task5,1,HYPO
run09,task5,2,EVAL
run09,task5,3,EVAL
run09,task5,4,EVAL
run09,task5,5,HYPO
run09,task5,6,EVAL
run09,task5,7,EVAL
run09,task5,8,EVAL
run09,task5,9,EVAL
run09,task5,10,EVAL
run09,task5,11,EVAL
run09,task5,12,EVAL
run09,task5,13,EVAL
run09,task5,14,EVAL
run09,task5,15,EVAL
run09,task5,16,EVAL
run10,task5,1,HYPO
run10,task5,2,HYPO
run10,task5,3,EVAL
run10,task5,4,HYPO
run10,task5,5,EVAL
run10,task5,6,EVAL
run10,task5,7,EVAL
run10,task5,8,EVAL
run10,task5,9,EVAL
run10,task5,10,EVAL
run10,task5,11,EVAL
run10,task5,12,EVAL
run10,task5,13,EVAL
run10,task5,14,EVAL
run10,task5,15,EVAL
run10,task5,16,EVAL
run10,task5,17,DEC
run11,task5,1,PROC
run11,task5,2,HYPO
run11,task5,3,HYPO
run11,task5,4,EVAL
run11,task5,5,EVAL
run11,task5,6,HYPO
run11,task5,7,HYPO
run11,task5,8,HYPO
run11,task5,9,HYPO
run11,task5,10,EVAL
run11,task5,11,HYPO
run11,task5,12,HYPO
run11,task5,13,DEC
run11,task5,14,EVAL
run11,task5,15,EVAL
run11,task5,16,EVAL
run11,task5,17,HYPO
run11,task5,18,EVAL
run11,task5,19,HYPO
run12,task5,1,PROC
run12,task5,2,PROC
run12,task5,3,EVAL
run12,task5,4,PROC
run12,task5,5,HYPO
run12,task5,6,PROC
run12,task5,7,HYPO
run12,task5,8,PROC
run12,task5,9,HYPO
run12,task5,10,PROC
run12,task5,11,EVAL
run12,task5,12,EVAL
run12,task5,13,PROC
run12,task5,14,HYPO
run12,task5,15,PROC
run12,task5,16,HYPO
run12,task5,17,PROC
run12,task5,18,HYPO
run12,task5,19,EVAL
run12,task5,20,DEC
run12,task5,21,PROC
run12,task5,22,HYPO
run12,task5,23,EVAL
run12,task5,24,PROC
run12,task5,25,EVAL
run12,task5,26,EVAL
run12,task5,27,PROC
run12,task5,28,HYPO
run12,task5,29,DEC
run13,task5,1,HYPO
run13,task5,2,EVAL
run13,task5,3,EVAL
run13,task5,4,HYPO
run13,task5,5,HYPO
run13,task5,6,EVAL
run13,task5,7,HYPO
run13,task5,8,EVAL
run13,task5,9,HYPO
run13,task5,10,HYPO
run13,task5,11,EVAL
run13,task5,12,EVAL
run13,task5,13,META
run13,task5,14,EVAL
run13,task5,15,HYPO
run13,task5,16,EVAL
run13,task5,17,EVAL
run14,task5,1,HYPO
run14,task5,2,EVAL
run14,task5,3,EVAL
run14,task5,4,HYPO
run14,task5,5,DEC
run14,task5,6,EVAL
run14,task5,7,HYPO
run14,task5,8,EVAL
run14,task5,9,EVAL
run14,task5,10,HYPO
run14,task5,11,EVAL
run14,task5,12,EVAL
run14,task5,13,EVAL
run14,task5,14,EVAL
run15,task5,1,HYPO
run15,task5,2,EVAL
run15,task5,3,HYPO
run15,task5,4,EVAL
run15,task5,5,DEC
run15,task5,6,EVAL
run15,task5,7,HYPO
run15,task5,8,EVAL
run15,task5,9,EVAL
run15,task5,10,EVAL
run15,task5,11,DEC
run15,task5,12,HYPO
run15,task5,13,EVAL
run15,task5,14,EVAL
run15,task5,15,EVAL
run15,task5,16,EVAL
run16,task5,1,PROC
run16,task5,2,HYPO
run16,task5,3,EVAL
run16,task5,4,EVAL
run16,task5,5,EVAL
run16,task5,6,HYPO
run16,task5,7,EVAL
run16,task5,8,EVAL
run16,task5,9,EVAL
run16,task5,10,EVAL
run16,task5,11,EVAL
run16,task5,12,EVAL
run16,task5,13,EVAL
run16,task5,14,EVAL
run16,task5,15,EVAL
run16,task5,16,EVAL
run17,task5,1,HYPO
run17,task5,2,HYPO
run17,task5,3,HYPO
run17,task5,4,EVAL
run17,task5,5,HYPO
run17,task5,6,HYPO
run17,task5,7,EVAL
run17,task5,8,DEC
run17,task5,9,EVAL
run17,task5,10,HYPO
run17,task5,11,EVAL
run17,task5,12,EVAL
run17,task5,13,EVAL
run17,task5,14,HYPO
run17,task5,15,HYPO
run18,task5,1,PROC
run18,task5,2,DEC
run18,task5,3,HYPO
run18,task5,4,DEC
run18,task5,5,HYPO
run18,task5,6,HYPO
run18,task5,7,EVAL
run18,task5,8,EVAL
run18,task5,9,HYPO
run18,task5,10,EVAL
run18,task5,11,EVAL
run18,task5,12,EVAL
run18,task5,13,HYPO
run18,task5,14,EVAL
run18,task5,15,HYPO
run18,task5,16,EVAL
run18,task5,17,EVAL
run18,task5,18,EVAL
run19,task5,1,HYPO
run19,task5,2,EVAL
run19,task5,3,EVAL
run19,task5,4,EVAL
run19,task5,5,HYPO
run19,task5,6,EVAL
run19,task5,7,HYPO
run19,task5,8,EVAL
run19,task5,9,EVAL
run19,task5,10,EVAL
run19,task5,11,EVAL
run19,task5,12,EVAL
run19,task5,13,EVAL
run19,task5,14,EVAL
run20,task5,1,PROC
run20,task5,2,HYPO
run20,task5,3,EVAL
run20,task5,4,EVAL
run20,task5,5,EVAL
run20,task5,6,EVAL
run20,task5,7,EVAL
run20,task5,8,EVAL
run20,task5,9,EVAL
run20,task5,10,EVAL
run20,task5,11,EVAL
run20,task5,12,EVAL
run20,task5,13,EVAL
run20,task5,14,EVAL
run20,task5,15,EVAL
run20,task5,16,EVAL
run20,task5,17,EVAL
run20,task5,18,EVAL
run20,task5,19,EVAL
run21,task5,1,HYPO
run21,task5,2,EVAL
run21,task5,3,HYPO
run21,task5,4,EVAL
run21,task5,5,EVAL
run21,task5,6,EVAL
run21,task5,7,EVAL
run21,task5,8,EVAL
run21,task5,9,EVAL
run21,task5,10,EVAL
run21,task5,11,EVAL
run21,task5,12,EVAL
run21,task5,13,EVAL
run21,task5,14,EVAL
run21,task5,15,EVAL
run21,task5,16,EVAL
run22,task5,1,PROC
run22,task5,2,HYPO
run22,task5,3,EVAL
run22,task5,4,EVAL
run22,task5,5,EVAL
run22,task5,6,HYPO
run22,task5,7,EVAL
run22,task5,8,EVAL
run22,task5,9,EVAL
run22,task5,10,EVAL
run22,task5,11,EVAL
run22,task5,12,EVAL
run22,task5,13,EVAL
run22,task5,14,EVAL
run22,task5,15,EVAL
run22,task5,16,EVAL
run23,task5,1,PROC
run23,task5,2,PROC
run23,task5,3,HYPO
run23,task5,4,EVAL
run23,task5,5,EVAL
run23,task5,6,EVAL
run23,task5,7,EVAL
run23,task5,8,EVAL
run23,task5,9,EVAL
run23,task5,10,EVAL
run23,task5,11,EVAL
run23,task5,12,HYPO
run23,task5,13,EVAL
run23,task5,14,EVAL
run23,task5,15,EVAL
run23,task5,16,EVAL
run24,task5,1,PROC
run24,task5,2,PROC
run24,task5,3,EVAL
run24,task5,4,HYPO
run24,task5,5,EVAL
run24,task5,6,EVAL
run24,task5,7,EVAL
run24,task5,8,EVAL
run24,task5,9,EVAL
run24,task5,10,EVAL
run24,task5,11,EVAL
run24,task5,12,EVAL
run24,task5,13,HYPO
run24,task5,14,EVAL
run24,task5,15,EVAL
run24,task5,16,EVAL
run24,task5,17,EVAL
run25,task5,1,EVAL
run25,task5,2,EVAL
run25,task5,3,EVAL
run25,task5,4,EVAL
run25,task5,5,HYPO
