run_id,scene,position,code
run01,task1,1,PROC
run01,task1,2,PROC
run01,task1,3,HYPO
run01,task1,4,HYPO
run01,task1,5,HYPO
run01,task1,6,EVAL
run01,task1,7,HYPO
run01,task1,8,EVAL
run01,task1,9,HYPO
run01,task1,10,EVAL
run01,task1,11,HYPO
run01,task1,12,EVAL
run01,task1,13,HYPO
run01,task1,14,DEC
run02,task1,1,HYPO
run02,task1,2,HYPO
run02,task1,3,EVAL
run02,task1,4,HYPO
run02,task1,5,HYPO
run02,task1,6,HYPO
run02,task1,7,HYPO
run02,task1,8,HYPO
run02,task1,9,EVAL
run02,task1,10,HYPO
run02,task1,11,HYPO
run02,task1,12,DEC
run02,task1,13,EVAL
run02,task1,14,EVAL
run02,task1,15,EVAL
run02,task1,16,HYPO
run02,task1,17,EVAL
run02,task1,18,HYPO
run03,task1,1,PROC
run03,task1,2,HYPO
run03,task1,3,EVAL
run03,task1,4,HYPO
run03,task1,5,HYPO
run03,task1,6,HYPO
run03,task1,7,EVAL
run03,task1,8,DEC
run03,task1,9,HYPO
run03,task1,10,HYPO
run03,task1,11,HYPO
run03,task1,12,EVAL
run03,task1,13,EVAL
run03,task1,14,EVAL
run04,task1,1,PROC
run04,task1,2,HYPO
run04,task1,3,HYPO
run04,task1,4,HYPO
run04,task1,5,HYPO
run04,task1,6,HYPO
run04,task1,7,HYPO
run04,task1,8,EVAL
run04,task1,9,EVAL
run04,task1,10,HYPO
run04,task1,11,EVAL
run04,task1,12,EVAL
run04,task1,13,EVAL
run05,task1,1,HYPO
run05,task1,2,HYPO
run05,task1,3,HYPO
run05,task1,4,EVAL
run05,task1,5,HYPO
run05,task1,6,HYPO
run05,task1,7,HYPO
run05,task1,8,EVAL
run05,task1,9,EVAL
run05,task1,10,EVAL
run05,task1,11,EVAL
run05,task1,12,HYPO
run05,task1,13,EVAL
run05,task1,14,EVAL
run05,task1,15,EVAL
run05,task1,16,EVAL
run05,task1,17,EVAL
run05,task1,18,EVAL
run06,task1,1,HYPO
run06,task1,2,EVAL
run06,task1,3,HYPO
run06,task1,4,HYPO
run06,task1,5,EVAL
run06,task1,6,HYPO
run06,task1,7,HYPO
run06,task1,8,EVAL
run06,task1,9,HYPO
run06,task1,10,EVAL
run06,task1,11,EVAL
run06,task1,12,EVAL
run06,task1,13,DEC
run06,task1,14,RUL
run07,task1,1,HYPO
run07,task1,2,HYPO
run07,task1,3,HYPO
run07,task1,4,EVAL
run07,task1,5,EVAL
run07,task1,6,HYPO
run07,task1,7,HYPO
run07,task1,8,HYPO
run07,task1,9,EVAL
run07,task1,10,EVAL
run07,task1,11,EVAL
run07,task1,12,DEC
run07,task1,13,EVAL
run07,task1,14,EVAL
run07,task1,15,HYPO
run07,task1,16,EVAL
run07,task1,17,EVAL
run08,task1,1,PROC
run08,task1,2,HYPO
run08,task1,3,HYPO
run08,task1,4,HYPO
run08,task1,5,EVAL
run08,task1,6,EVAL
run08,task1,7,EVAL
run08,task1,8,HYPO
run08,task1,9,HYPO
run08,task1,10,EVAL
run08,task1,11,DEC
run08,task1,12,HYPO
run09,task1,1,HYPO
run09,task1,2,HYPO
run09,task1,3,HYPO
run09,task1,4,HYPO
run09,task1,5,PROC
run09,task1,6,PROC
run09,task1,7,HYPO
run09,task1,8,PROC
run09,task1,9,DEC
run09,task1,10,HYPO
run09,task1,11,EVAL
run09,task1,12,EVAL
run09,task1,13,DEC
run09,task1,14,EVAL
run09,task1,15,HYPO
run09,task1,16,EVAL
run10,task1,1,HYPO
run10,task1,2,HYPO
run10,task1,3,HYPO
run10,task1,4,HYPO
run10,task1,5,EVAL
run10,task1,6,HYPO
run10,task1,7,EVAL
run10,task1,8,EVAL
run10,task1,9,EVAL
run10,task1,10,HYPO
run10,task1,11,HYPO
run10,task1,12,HYPO
run10,task1,13,EVAL
run10,task1,14,HYPO
run10,task1,15,HYPO
run10,task1,16,EVAL
run10,task1,17,EVAL
run11,task1,1,HYPO
run11,task1,2,HYPO
run11,task1,3,HYPO
run11,task1,4,HYPO
run11,task1,5,HYPO
run11,task1,6,HYPO
run11,task1,7,HYPO
run11,task1,8,EVAL
run11,task1,9,HYPO
run11,task1,10,HYPO
run11,task1,11,HYPO
run11,task1,12,HYPO
run11,task1,13,HYPO
run11,task1,14,HYPO
run11,task1,15,HYPO
run12,task1,1,PROC
run12,task1,2,EVAL
run12,task1,3,HYPO
run12,task1,4,HYPO
run12,task1,5,EVAL
run12,task1,6,DEC
run12,task1,7,EVAL
run12,task1,8,EVAL
run12,task1,9,HYPO
run12,task1,10,HYPO
run12,task1,11,EVAL
run12,task1,12,EVAL
run12,task1,13,RUL
run13,task1,1,PROC
run13,task1,2,HYPO
run13,task1,3,EVAL
run13,task1,4,EVAL
run13,task1,5,HYPO
run13,task1,6,EVAL
run13,task1,7,EVAL
run13,task1,8,HYPO
run13,task1,9,HYPO
run13,task1,10,HYPO
run13,task1,11,HYPO
run13,task1,12,EVAL
run13,task1,13,EVAL
run13,task1,14,EVAL
run13,task1,15,RUL
run14,task1,1,HYPO
run14,task1,2,EVAL
run14,task1,3,HYPO
run14,task1,4,HYPO
run14,task1,5,EVAL
run14,task1,6,HYPO
run14,task1,7,HYPO
run14,task1,8,EVAL
run14,task1,9,EVAL
run14,task1,10,EVAL
run14,task1,11,EVAL
run14,task1,12,HYPO
run14,task1,13,HYPO
run14,task1,14,EVAL
run14,task1,15,EVAL
run14,task1,16,EVAL
run14,task1,17,HYPO
run15,task1,1,PROC
run15,task1,2,HYPO
run15,task1,3,HYPO
run15,task1,4,HYPO
run15,task1,5,HYPO
run15,task1,6,HYPO
run15,task1,7,HYPO
run15,task1,8,EVAL
run15,task1,9,EVAL
run15,task1,10,HYPO
run15,task1,11,EVAL
run15,task1,12,HYPO
run15,task1,13,HYPO
run15,task1,14,HYPO
run16,task1,1,HYPO
run16,task1,2,HYPO
run16,task1,3,PROC
run16,task1,4,HYPO
run16,task1,5,HYPO
run16,task1,6,HYPO
run16,task1,7,HYPO
run16,task1,8,EVAL
run16,task1,9,EVAL
run16,task1,10,RUL
run16,task1,11,HYPO
run16,task1,12,HYPO
run16,task1,13,HYPO
run16,task1,14,EVAL
