run_id,scene,position,code
run01,task1,1,PROC
run01,task1,2,PROC
run01,task1,3,HYPO
run01,task1,4,EVAL
run01,task1,5,EVAL
run01,task1,6,EVAL
run01,task1,7,DEC
run01,task1,8,HYPO
run01,task1,9,HYPO
run01,task1,10,HYPO
run01,task1,11,PROC
run01,task1,12,HYPO
run01,task1,13,EVAL
run01,task1,14,HYPO
run02,task1,1,HYPO
run02,task1,2,EVAL
run02,task1,3,HYPO
run02,task1,4,HYPO
run02,task1,5,EVAL
run02,task1,6,HYPO
run02,task1,7,EVAL
run02,task1,8,EVAL
run02,task1,9,HYPO
run02,task1,10,EVAL
run02,task1,11,RUL
run02,task1,12,DEC
run03,task1,1,PROC
run03,task1,2,HYPO
run03,task1,3,EVAL
run03,task1,4,HYPO
run03,task1,5,META
run03,task1,6,EVAL
run03,task1,7,PROC
run03,task1,8,HYPO
run03,task1,9,PROC
run03,task1,10,HYPO
run03,task1,11,PROC
run03,task1,12,HYPO
run03,task1,13,HYPO
run03,task1,14,HYPO
run03,task1,15,EVAL
run03,task1,16,EVAL
run04,task1,1,PROC
run04,task1,2,HYPO
run04,task1,3,HYPO
run04,task1,4,HYPO
run04,task1,5,EVAL
run04,task1,6,HYPO
run04,task1,7,HYPO
run04,task1,8,EVAL
run04,task1,9,EVAL
run04,task1,10,EVAL
run04,task1,11,PROC
run04,task1,12,HYPO
run05,task1,1,HYPO
run05,task1,2,HYPO
run05,task1,3,HYPO
run05,task1,4,EVAL
run05,task1,5,EVAL
run05,task1,6,HYPO
run05,task1,7,EVAL
run05,task1,8,EVAL
run05,task1,9,EVAL
run05,task1,10,EVAL
run05,task1,11,EVAL
run05,task1,12,EVAL
run05,task1,13,HYPO
run05,task1,14,RUL
run05,task1,15,DEC
run06,task1,1,HYPO
run06,task1,2,HYPO
run06,task1,3,HYPO
run06,task1,4,EVAL
run06,task1,5,HYPO
run06,task1,6,HYPO
run06,task1,7,EVAL
run06,task1,8,EVAL
run06,task1,9,HYPO
run06,task1,10,DEC
run06,task1,11,DEC
run06,task1,12,HYPO
run06,task1,13,EVAL
run07,task1,1,PROC
run07,task1,2,PROC
run07,task1,3,HYPO
run07,task1,4,HYPO
run07,task1,5,HYPO
run07,task1,6,HYPO
run07,task1,7,EVAL
run07,task1,8,EVAL
run07,task1,9,EVAL
run07,task1,10,HYPO
run07,task1,11,EVAL
run07,task1,12,EVAL
run07,task1,13,HYPO
run07,task1,14,HYPO
run07,task1,15,DEC
run07,task1,16,EVAL
run07,task1,17,EVAL
run07,task1,18,DEC
run08,task1,1,PROC
run08,task1,2,HYPO
run08,task1,3,EVAL
run08,task1,4,EVAL
run08,task1,5,HYPO
run08,task1,6,HYPO
run08,task1,7,EVAL
run08,task1,8,PROC
run08,task1,9,PROC
run08,task1,10,EVAL
run08,task1,11,HYPO
run08,task1,12,DEC
run08,task1,13,EVAL
run08,task1,14,EVAL
run08,task1,15,HYPO
run08,task1,16,PROC
run08,task1,17,EVAL
run08,task1,18,EVAL
run09,task1,1,HYPO
run09,task1,2,EVAL
run09,task1,3,EVAL
run09,task1,4,EVAL
run09,task1,5,HYPO
run09,task1,6,HYPO
run09,task1,7,EVAL
run09,task1,8,EVAL
run09,task1,9,EVAL
run09,task1,10,EVAL
run09,task1,11,EVAL
run09,task1,12,HYPO
run09,task1,13,EVAL
run09,task1,14,DEC
run10,task1,1,HYPO
run10,task1,2,EVAL
run10,task1,3,HYPO
run10,task1,4,EVAL
run10,task1,5,EVAL
run10,task1,6,HYPO
run10,task1,7,EVAL
run10,task1,8,EVAL
run10,task1,9,EVAL
run10,task1,10,EVAL
run10,task1,11,EVAL
run10,task1,12,EVAL
run10,task1,13,EVAL
run10,task1,14,RUL
run10,task1,15,EVAL
run10,task1,16,EVAL
run10,task1,17,EVAL
run10,task1,18,EVAL
run11,task1,1,EVAL
run11,task1,2,HYPO
run11,task1,3,EVAL
run11,task1,4,EVAL
run11,task1,5,EVAL
run11,task1,6,EVAL
run11,task1,7,HYPO
run11,task1,8,EVAL
run11,task1,9,HYPO
run11,task1,10,EVAL
run11,task1,11,EVAL
run11,task1,12,EVAL
run11,task1,13,HYPO
run11,task1,14,EVAL
run11,task1,15,EVAL
run11,task1,16,EVAL
run11,task1,17,EVAL
run12,task1,1,PROC
run12,task1,2,HYPO
run12,task1,3,EVAL
run12,task1,4,HYPO
run12,task1,5,EVAL
run12,task1,6,HYPO
run12,task1,7,EVAL
run12,task1,8,EVAL
run12,task1,9,HYPO
run12,task1,10,EVAL
run12,task1,11,META
run12,task1,12,EVAL
run12,task1,13,HYPO
run12,task1,14,EVAL
run12,task1,15,EVAL
run12,task1,16,DEC
run13,task1,1,HYPO
run13,task1,2,PROC
run13,task1,3,HYPO
run13,task1,4,HYPO
run13,task1,5,HYPO
run13,task1,6,EVAL
run13,task1,7,HYPO
run13,task1,8,EVAL
run13,task1,9,HYPO
run13,task1,10,HYPO
run13,task1,11,EVAL
run13,task1,12,EVAL
run13,task1,13,EVAL
run13,task1,14,EVAL
run13,task1,15,HYPO
run13,task1,16,EVAL
run14,task1,1,HYPO
run14,task1,2,HYPO
run14,task1,3,EVAL
run14,task1,4,HYPO
run14,task1,5,EVAL
run14,task1,6,HYPO
run14,task1,7,HYPO
run14,task1,8,EVAL
run14,task1,9,EVAL
run14,task1,10,EVAL
run14,task1,11,EVAL
run14,task1,12,EVAL
run14,task1,13,RUL
run14,task1,14,EVAL
run14,task1,15,HYPO
run14,task1,16,DEC
run15,task1,1,PROC
run15,task1,2,PROC
run15,task1,3,HYPO
run15,task1,4,EVAL
run15,task1,5,HYPO
run15,task1,6,HYPO
run15,task1,7,PROC
run15,task1,8,DEC
run15,task1,9,HYPO
run15,task1,10,HYPO
run15,task1,11,EVAL
run15,task1,12,HYPO
run15,task1,13,HYPO
run15,task1,14,HYPO
run16,task1,1,PROC
run16,task1,2,HYPO
run16,task1,3,HYPO
run16,task1,4,EVAL
run16,task1,5,EVAL
run16,task1,6,HYPO
run16,task1,7,EVAL
run16,task1,8,HYPO
run16,task1,9,HYPO
run16,task1,10,EVAL
run16,task1,11,HYPO
run16,task1,12,HYPO
run16,task1,13,EVAL
run16,task1,14,EVAL
