run_id,scene,position,code
run01,task1,1,PROC
run01,task1,2,EVAL
run01,task1,3,HYPO
run01,task1,4,HYPO
run01,task1,5,HYPO
run01,task1,6,HYPO
run01,task1,7,HYPO
run01,task1,8,EVAL
run01,task1,9,EVAL
run01,task1,10,HYPO
run01,task1,11,DEC
run01,task1,12,EVAL
run01,task1,13,HYPO
run01,task1,14,EVAL
run01,task1,15,EVAL
run01,task1,16,HYPO
run01,task1,17,DEC
run02,task1,1,HYPO
run02,task1,2,HYPO
run02,task1,3,HYPO
run02,task1,4,HYPO
run02,task1,5,EVAL
run02,task1,6,HYPO
run02,task1,7,HYPO
run02,task1,8,EVAL
run02,task1,9,HYPO
run02,task1,10,DEC
run02,task1,11,HYPO
run02,task1,12,EVAL
run02,task1,13,EVAL
run02,task1,14,DEC
run03,task1,1,HYPO
run03,task1,2,EVAL
run03,task1,3,EVAL
run03,task1,4,HYPO
run03,task1,5,HYPO
run03,task1,6,HYPO
run03,task1,7,EVAL
run03,task1,8,HYPO
run03,task1,9,HYPO
run03,task1,10,EVAL
run03,task1,11,EVAL
run03,task1,12,EVAL
run04,task1,1,HYPO
run04,task1,2,HYPO
run04,task1,3,HYPO
run04,task1,4,HYPO
run04,task1,5,HYPO
run04,task1,6,HYPO
run04,task1,7,EVAL
run04,task1,8,EVAL
run04,task1,9,EVAL
run04,task1,10,HYPO
run04,task1,11,EVAL
run04,task1,12,DEC
run05,task1,1,HYPO
run05,task1,2,HYPO
run05,task1,3,EVAL
run05,task1,4,HYPO
run05,task1,5,HYPO
run05,task1,6,EVAL
run05,task1,7,EVAL
run05,task1,8,EVAL
run05,task1,9,EVAL
run05,task1,10,HYPO
run05,task1,11,EVAL
run05,task1,12,EVAL
run06,task1,1,HYPO
run06,task1,2,HYPO
run06,task1,3,HYPO
run06,task1,4,HYPO
run06,task1,5,EVAL
run06,task1,6,HYPO
run06,task1,7,META
run06,task1,8,HYPO
run06,task1,9,HYPO
run06,task1,10,DEC
run06,task1,11,EVAL
run06,task1,12,HYPO
run06,task1,13,EVAL
run06,task1,14,HYPO
run06,task1,15,HYPO
run06,task1,16,HYPO
run07,task1,1,PROC
run07,task1,2,EVAL
run07,task1,3,HYPO
run07,task1,4,HYPO
run07,task1,5,EVAL
run07,task1,6,HYPO
run07,task1,7,META
run07,task1,8,HYPO
run07,task1,9,HYPO
run07,task1,10,EVAL
run07,task1,11,EVAL
run07,task1,12,HYPO
run07,task1,13,EVAL
run07,task1,14,HYPO
run07,task1,15,HYPO
run07,task1,16,EVAL
run07,task1,17,EVAL
run07,task1,18,HYPO
run08,task1,1,EVAL
run08,task1,2,HYPO
run08,task1,3,HYPO
run08,task1,4,HYPO
run08,task1,5,HYPO
run08,task1,6,HYPO
run08,task1,7,HYPO
run08,task1,8,EVAL
run08,task1,9,EVAL
run08,task1,10,EVAL
run08,task1,11,HYPO
run08,task1,12,HYPO
run08,task1,13,HYPO
run08,task1,14,EVAL
run08,task1,15,EVAL
run08,task1,16,HYPO
run09,task1,1,PROC
run09,task1,2,PROC
run09,task1,3,HYPO
run09,task1,4,HYPO
run09,task1,5,EVAL
run09,task1,6,EVAL
run09,task1,7,EVAL
run09,task1,8,EVAL
run09,task1,9,HYPO
run09,task1,10,HYPO
run09,task1,11,EVAL
run09,task1,12,EVAL
run09,task1,13,EVAL
run09,task1,14,EVAL
run09,task1,15,HYPO
run09,task1,16,HYPO
run09,task1,17,HYPO
run09,task1,18,RUL
run10,task1,1,PROC
run10,task1,2,HYPO
run10,task1,3,HYPO
run10,task1,4,HYPO
run10,task1,5,HYPO
run10,task1,6,HYPO
run10,task1,7,DEC
run10,task1,8,HYPO
run10,task1,9,HYPO
run10,task1,10,HYPO
