run_id,scene,position,code
run01,task4,1,PROC
run01,task4,2,PROC
run01,task4,3,HYPO
run01,task4,4,EVAL
run01,task4,5,EVAL
run01,task4,6,HYPO
run01,task4,7,EVAL
run01,task4,8,HYPO
run01,task4,9,HYPO
run01,task4,10,EVAL
run01,task4,11,EVAL
run01,task4,12,DEC
run02,task4,1,HYPO
run02,task4,2,HYPO
run02,task4,3,DEC
run02,task4,4,HYPO
run02,task4,5,HYPO
run02,task4,6,HYPO
run02,task4,7,HYPO
run02,task4,8,DEC
run02,task4,9,HYPO
run02,task4,10,HYPO
run02,task4,11,HYPO
run02,task4,12,HYPO
run02,task4,13,EVAL
run02,task4,14,HYPO
run02,task4,15,HYPO
run03,task4,1,EVAL
run03,task4,2,HYPO
run03,task4,3,HYPO
run03,task4,4,EVAL
run03,task4,5,HYPO
run03,task4,6,HYPO
run03,task4,7,HYPO
run03,task4,8,HYPO
run03,task4,9,EVAL
run03,task4,10,EVAL
run03,task4,11,HYPO
run03,task4,12,EVAL
run03,task4,13,HYPO
run03,task4,14,HYPO
run03,task4,15,EVAL
run03,task4,16,EVAL
run03,task4,17,HYPO
run04,task4,1,HYPO
run04,task4,2,EVAL
run04,task4,3,HYPO
run04,task4,4,HYPO
run04,task4,5,EVAL
run04,task4,6,HYPO
run04,task4,7,EVAL
run04,task4,8,EVAL
run04,task4,9,RUL
run04,task4,10,EVAL
run04,task4,11,HYPO
run04,task4,12,EVAL
run04,task4,13,HYPO
run04,task4,14,EVAL
run04,task4,15,HYPO
run04,task4,16,EVAL
run04,task4,17,EVAL
run04,task4,18,EVAL
run04,task4,19,EVAL
run05,task4,1,HYPO
run05,task4,2,DEC
run05,task4,3,HYPO
run05,task4,4,EVAL
run05,task4,5,EVAL
run05,task4,6,HYPO
run05,task4,7,HYPO
run05,task4,8,HYPO
run05,task4,9,HYPO
run05,task4,10,EVAL
run05,task4,11,HYPO
run05,task4,12,EVAL
run05,task4,13,HYPO
run05,task4,14,HYPO
run05,task4,15,EVAL
run06,task4,1,HYPO
run06,task4,2,EVAL
run06,task4,3,HYPO
run06,task4,4,EVAL
run06,task4,5,EVAL
run06,task4,6,HYPO
run06,task4,7,HYPO
run06,task4,8,HYPO
run06,task4,9,HYPO
run06,task4,10,EVAL
run06,task4,11,EVAL
run06,task4,12,HYPO
run06,task4,13,EVAL
run07,task4,1,EVAL
run07,task4,2,PROC
run07,task4,3,HYPO
run07,task4,4,HYPO
run07,task4,5,HYPO
run07,task4,6,EVAL
run07,task4,7,HYPO
run07,task4,8,HYPO
run07,task4,9,EVAL
run07,task4,10,EVAL
run07,task4,11,EVAL
run07,task4,12,EVAL
run07,task4,13,RUL
run08,task4,1,EVAL
run08,task4,2,HYPO
run08,task4,3,HYPO
run08,task4,4,HYPO
run08,task4,5,HYPO
run08,task4,6,EVAL
run08,task4,7,HYPO
run08,task4,8,EVAL
run08,task4,9,HYPO
run08,task4,10,EVAL
run08,task4,11,EVAL
run08,task4,12,EVAL
run08,task4,13,HYPO
run08,task4,14,RUL
run08,task4,15,EVAL
run08,task4,16,EVAL
run08,task4,17,HYPO
run08,task4,18,HYPO
run08,task4,19,HYPO
run09,task4,1,HYPO
run09,task4,2,EVAL
run09,task4,3,EVAL
run09,task4,4,EVAL
run09,task4,5,HYPO
run09,task4,6,EVAL
run09,task4,7,HYPO
run09,task4,8,HYPO
run09,task4,9,EVAL
run09,task4,10,HYPO
run09,task4,11,EVAL
run09,task4,12,EVAL
run09,task4,13,HYPO
run09,task4,14,HYPO
run09,task4,15,EVAL
run09,task4,16,EVAL
run09,task4,17,HYPO
run09,task4,18,RUL
run10,task4,1,HYPO
run10,task4,2,HYPO
run10,task4,3,HYPO
run10,task4,4,EVAL
run10,task4,5,EVAL
run10,task4,6,EVAL
run10,task4,7,HYPO
run10,task4,8,HYPO
run10,task4,9,HYPO
run10,task4,10,HYPO
run10,task4,11,RUL
run10,task4,12,HYPO
run10,task4,13,EVAL
run10,task4,14,EVAL
run10,task4,15,EVAL
run10,task4,16,EVAL
run10,task4,17,EVAL
run12,task4,1,HYPO
run12,task4,2,DEC
run12,task4,3,HYPO
run12,task4,4,HYPO
run12,task4,5,EVAL
run12,task4,6,EVAL
run12,task4,7,HYPO
run12,task4,8,HYPO
run12,task4,9,HYPO
run12,task4,10,EVAL
run12,task4,11,EVAL
run12,task4,12,EVAL
run12,task4,13,HYPO
run12,task4,14,RUL
run12,task4,15,HYPO
run12,task4,16,DEC
run12,task4,17,EVAL
run12,task4,18,HYPO
run12,task4,19,EVAL
run13,task4,1,HYPO
run13,task4,2,EVAL
run13,task4,3,HYPO
run13,task4,4,EVAL
run13,task4,5,EVAL
run13,task4,6,HYPO
run13,task4,7,HYPO
run13,task4,8,HYPO
run13,task4,9,EVAL
run13,task4,10,EVAL
run13,task4,11,EVAL
run13,task4,12,RUL
run13,task4,13,EVAL
run13,task4,14,EVAL
run13,task4,15,EVAL
run13,task4,16,EVAL
run13,task4,17,EVAL
run13,task4,18,EVAL
run14,task4,1,HYPO
run14,task4,2,DEC
run14,task4,3,HYPO
run14,task4,4,EVAL
run14,task4,5,HYPO
run14,task4,6,HYPO
run14,task4,7,EVAL
run14,task4,8,EVAL
run14,task4,9,HYPO
run14,task4,10,EVAL
run14,task4,11,HYPO
run14,task4,12,HYPO
run14,task4,13,RUL
run14,task4,14,HYPO
run14,task4,15,EVAL
run14,task4,16,EVAL
run14,task4,17,DEC
run14,task4,18,RUL
run15,task4,1,HYPO
run15,task4,2,EVAL
run15,task4,3,EVAL
run15,task4,4,EVAL
run15,task4,5,DEC
run15,task4,6,HYPO
run15,task4,7,HYPO
run15,task4,8,HYPO
run15,task4,9,EVAL
run15,task4,10,EVAL
run15,task4,11,HYPO
run15,task4,12,HYPO
run15,task4,13,HYPO
run15,task4,14,HYPO
run15,task4,15,EVAL
run15,task4,16,RUL
run16,task4,1,PROC
run16,task4,2,HYPO
run16,task4,3,HYPO
run16,task4,4,HYPO
run16,task4,5,EVAL
run16,task4,6,HYPO
run16,task4,7,HYPO
run16,task4,8,HYPO
run16,task4,9,EVAL
run16,task4,10,DEC
run16,task4,11,DEC
run16,task4,12,EVAL
run16,task4,13,HYPO
run16,task4,14,HYPO
run16,task4,15,EVAL
run17,task4,1,HYPO
run17,task4,2,EVAL
